
                                Price Trend: Overseas Demand Obviously Weakening While the Overall Supply Robust                            		2020-04-09 16:30 

                                Price Trend: M2 Wafer Prices Are Gradually Falling While Both the Demand and Supply Are Slowing Down                            		2020-03-26 17:27 

                                Price Trend: Chinese Market Heats up as the Rest of the World Cools Down, Wafer Prices Are the First to Waver                            		2020-03-19 17:15 

                                Price Trend: Excess Supply in Mono-Si Markets While Overseas Outbreak Development to Be Monitored                            		2020-03-12 17:40 

                                Price Trend: Polysilicon Prices Continue to Rise While Overseas Market Demand Continues to Rise Steadily                            		2020-03-05 17:13 

                                Price Trend: Upstream Mono-Si Products Are Heating up While Overseas Module Prices Fluctuate                            		2020-02-27 17:41 

                                Price Trend: Overseas Demand Remains Persistent While Supply Is Expected to Improve in March                            		2020-02-20 16:41 

                                Price Trend: The Pressure to Increase Price Is Mounting With the Overseas Downstream Prices Rising First                            		2020-02-13 17:00 

                                Price Trend: Market Under Pressure of Outbreak. Prices Fluctuate as the Supply Chain Recovers (Or Not)                            		2020-02-06 16:45 

                                Price Trend: The Price Difference Between Mono- and Multi-Si Widens While the Overseas Polysilicon Rises Slowly                            		2020-01-16 16:57 

                                Price Trend: Domestic Module Prices Dipped Slightly With Businesses Halting the Production in Preparation for the Post -CNY Surge                            		2020-01-09 17:19 

                                China's Price Report of PV Supply Chain (NOV~DEC 2019)                            		2020-01-08 21:00 

                                Price Trend: Multi-Si Products Continued Its Slow Decline While the Overall Market Remained Sluggish                            		2020-01-02 17:02 

                                Price Trend: The Market Continued to Be Mixed With Hopes for a Brighter 2020                            		2019-12-26 17:07 

                                Price Trend: The Stable Demand for Mono-Si Products Curbed the Price Decline While the Multi-Si Price Dropped in All Markets                            		2019-12-19 16:12 

                                Price Trend: Mono- and Multi-Si Products Showed Mixed Developments While Polysilicon Price Continued to Drop                            		2019-12-12 16:17 

                                Price Trend: The Mono-Si Market Is Looking up While the Overall Demand Has Not Improved                            		2019-12-05 16:45 

                                Price Trend: Polysilicon Price Drops Worldwide While the Future Demand Remains Unclear                            		2019-11-28 16:59 

                                Price Trend: Multi-Si Market Remained Sluggish While Mono-Si Demand Slightly Increased                            		2019-11-21 17:21 

                                Price Trend: China Demand Lifts Mono-Si Product Price While the Multi-Si Remains Weak                            		2019-11-14 17:29 

                                Price Trend: Overall Supply Chain on Downward Trajectory Except Polysilicon and Large Size Wafers                            		2019-11-07 16:00 

                                Price Trend: Global PV Market Confidence Shaken by the Underperforming Chinese Market                            		2019-10-31 17:17 

                                Price Trend: The Rising Trend of Polysilicon Reversed While the Overall Market Turbulence Looms Ahead                            		2019-10-24 17:02 

                                Price Trend: As the Price Difference Between the Downstream Products Narrows, Robust Demand Will Emerge Before the Chinese New Year                            		2019-10-17 16:27 

                                Price Trend: Overseas Multi Polysilicon Price Increases With Domestic Demand Surges After Holiday                            		2019-09-26 16:46 

                                Price Trend: Market Feeling Optimistic While the Entire PV Supply Chain Enjoys a Strong Demand                            		2019-09-19 17:12 

                                Price Trend: Market demand momentum is becoming more and more obvious, orders are expected to be delivered in the fourth quarter                            		2019-09-12 16:50 

                                Price Trend: The Downstream Market Prices Fluctuate With Room for Negotiations                            		2019-09-05 17:07 

                                Trend: The long-awaited ray of hope shines through the relatively inactive market                            		2019-08-29 16:30 

                                Price Trend: Value Chain Shows Signs of Recovery, Aspiring for a Resounding Rebound                            		2019-08-22 15:50 

                                Price Trend: Cells bottom out with hopes for an increasing demand                            		2019-08-15 16:29 

                                Price Trend: Overseas Cells Plummeted as the Overall Price Drop Slows Down                            		2019-08-12 10:17 

                                PV Products Tending Towards Diversification, with Market Demand to Smooth Out Price Differences                            		2019-08-06 9:38 

                                Price Trend: The Offer Price Range of the Downstream Market Increases as the Market Stays Bearish                            		2019-08-01 17:11 

                                Price Trend: Cells Still Under Pressure, Hope for a Lift in Market Sentiment                            		2019-07-25 17:22 

                                Trend: Market Transactions Still Bearish, Strong Contrast between the Continuous Shortage of Wafers and the Decline in Cell Prices                            		2019-07-18 17:27 

                                Price Trend: Market Demand Becomes Weak as Supply Rises, Price Outlook for Q3 Is Not Optimistic                            		2019-07-11 16:58 

                                Price Trend: Installation Progress Slows Down after 630 Installation Rush, and Stable Market Prices Are Expected to Continue into the Next High Season                            		2019-07-04 17:08 

                                Price Trend: Domestic PV Cell Price Drops, and the Focus of the Industry will Gradually Shift to the Chinese Market                            		2019-06-27 17:14 

                                Price Trend: Silicon Price Becomes Unstable, and the Driving Force of Bifacial Modules Is Worth Looking Forward to                            		2019-06-20 17:12 

                                Price Trend: Last Week’s Exhibition Craze Continues, and Each Sector of the Supply Chain Is Cautious about Price Competition                            		2019-06-13 17:10 

                                Price Trend: Market Atmosphere Is Optimistic, and There Will Be No Off-season in 2H19                            		2019-06-06 16:58 

                                Price Trend: PV Market Shows Slight Changes ahead of Annual PV Event; Annual Event to Boost Demand                            		2019-05-30 17:08 

                                Price Trend: Gradual Warming of Demand Leads to the Start of Second- or Third-line Production Capacity, and Market Trend will Tend to Be Optimistic                            		2019-05-23 16:20 

                                Price Trend: Polysilicon Price Slightly Changes with Stable Supply and Demand, and the German Exhibition Reveals Future Market Trend                            		2019-05-16 16:38 

                                Price Trend: Supply and Demand of Polysilicon and Si-wafer Sectors Are Getting Tight, and End Market Will Focus on Price-performance Ratio                            		2019-05-09 16:54 

                                Price Trend: Polysilicon Price Rises and Momentum after Policy Release Is Expected to Continue until 2H19                            		2019-05-02 17:09 

                                Price Trend: Slump Period Has Become Shorter as China’s Latest Policies Spur Market Activities                            		2019-04-25 16:16 

                                Price Trend: With Price Volatility, Stable Demand Is Expected to Lead to Market Boom                            		2019-04-18 16:56 

                                Price Trend: Due to China’s Uncertain Policy, Overseas Demand Is Expected to Be the First to Be Released                            		2019-04-11 16:48 

                                Price Trend: Market Conditions at Home and Abroad Are at Odds due to the New Tax System and Exchange Rate Changes                            		2019-03-28 17:07 

                                Price Trend: Demand Slowdown and Rising Stock Levels Lead to Unstable Price Movements                            		2019-03-21 16:56 

                                Price Trend: Demand Change Affects Downstream Market, and Mono-si and Multi-si Product Market Orientation Becomes more Obvious                            		2019-03-14 17:06 

                                Price Trend: Demand Enters a Turning Point, and Subsequent Policies will Affect the Annual Number of Installations                            		2019-03-07 16:50 

                                Price Trend: PV Industry to Witness a New Wave of Demand as Market Activity Becomes Stable                            		2019-02-21 16:55 

                                Price Trend: Price Increase Appears after CNY, and Positive Sign Results in Booming Market                            		2019-02-14 16:55 

                                Price Trend: Si-wafer Price Increases at the End of the Year, Positive Momentum Expected after CNY                            		2019-01-31 16:49 

                                Price Trend: Supply Chain Continues to Be Stable, and Price Variability after CNY Holiday Is Not Yet Clear                            		2019-01-24 16:21 

                                Price Trend: PV Cell Demand Has Stayed Strong; Entire Supply Chain's Orders Will Last After CNY Holidays                            		2019-01-17 16:31 

                                Price Trend: Market Price Was Remained Stable; the Supply End Used CNY Holidays to Adjust Capacity Distribution                            		2019-01-10 16:58 

                                Price Trend: Solar Market Anticipates Favorable Policies for the New Year                            		2019-01-03 15:50 

                                Price Trend: Supply and Demand Remain Balanced Due to Regional Market Demands                            		2018-12-27 16:50 

                                Price Trend: Overseas Market Starts to Stock up for the 2019 New Year, and Market Transactions Continue to Heat up                            		2018-12-20 17:03 

                                Price Trend: Market Dynamics Are Healthy and Industry Shows Positive Development                            		2018-12-13 15:00 

                                Price Trend: Demand Momentum Gradually Spreads to the Supply Chain, and the Market Is Looking forward to Positive Interactions to Maintain the Growth Momentum                            		2018-12-06 16:56 

                                Price Trend: Market Demand Is Gradually Rising; Capacity Supply is Critical to Manufacturers’ Survival                            		2018-11-29 17:09 

                                Price Trend: Big Businesses Will Get Bigger; Policies Will Help Stimulate Demand                            		2018-11-22 16:34 

                                Price Trend: Market Demand Is Steadily Warming up, and Industrial Development Is Expected to Get Better                            		2018-11-15 17:14 

                                Price Trend: With Continued Subsidies, the Market Is Expected to Develop Smoothly                            		2018-11-08 16:56 

                                Price Trend: PV Market Activity Remains Sluggish during the Peak Season                            		2018-11-01 17:21 

                                Price Trend: Mono-si Wafer Price Decreases amid Growing Uncertainty in the Market                            		2018-10-25 17:07 

                                Price Trend: Share of High-Efficiency Mono-si Rises, While New Momentum Is Expected in the Multi-si Market                            		2018-10-18 16:57 

                                Price Trend: Market Prices Remain Unpredictable as Peak Season Approaches                            		2018-10-11 17:07 

                                Price Trend: Due to China’s National Day Holiday, Market Rebound Is Not Expected until Next Week                            		2018-10-04 14:12 

                                Price Trend: Overall Supply Chain Is Adjusted to Meet the High Season with the Arrival of China’s National Day Holiday                            		2018-09-27 17:07 

                                Price Trend: Supply and Demand at All Sectors of the Supply Chain Vary, with Prices Continuing to Fall as a Whole, Except for High-efficiency Mono-si                            		2018-09-20 16:37 

                                Price Trend: Demand Continues to Slump, Domestic and Overseas Market Trading Potential Varies                            		2018-09-13 17:02 

                                Price Trend: Low Demand Leads to Continuous Fall of Supply Chain Prices                            		2018-09-06 17:00 

                                Price Trend: PV Cell and Module Prices Become the Key to Supply and Demand amid Policy Uncertainties                            		2018-08-30 16:57 

                                Price Trend: Spot Prices Continue to Bottom out, But Market Is Looking forward to a Rebound                            		2018-08-23 17:04 

                                Price Trend: Upstream Demand Tends to Be Conservative, While Downstream International Market Prices Fluctuate Significantly                            		2018-08-16 16:59 

                                Price Trend: Price Difference of Mono-si and Multi-si Wafers Narrows; Disruptive Policy Changes and Interaction between Supply and Demand Need to Be Viewed Rationally                            		2018-08-09 17:00 

                                Price Trend: Impact of India’s Trade Barrier Is Limited under Initial Assessment, Market Demand Is Strong for Multi-si Products                            		2018-08-02 16:46 

                                Price Trend: Supply and Demand from Each Sector Change Massively, Demand Will Still Emerge in Q3                            		2018-07-26 16:43 

                                Price Trend: Inventory Control of Multi-si Wafer Becomes Effective, Supply and Demand Show Balanced Outcome                            		2018-07-19 17:04 

                                Price Trend: Overall Supply and Demand on the Market Becomes Stable, Fluctuation on Chinese Market Extends to Overseas Market                            		2018-07-12 17:59 

                                Price Trend: Overseas Demand and Orders from Vertically Integrated Manufacturers Contribute to Price Stability                            		2018-07-05 17:00 

                                Price Trend: Industry Enters a Period of Adjustments, Trend of the Strong Is Becoming More and More Obvious                            		2018-06-28 17:46 

                                Price Trend: China’s PV Industry Enters a Lull While Overseas Markets Are More Active                            		2018-06-21 16:19 

                                630 Demand Will Come to an End, Leading to Stagnant Market Activity in Q3: Price Trend                            		2018-06-14 18:13 

                                New Policy Is Released, Multi-si Supply Chain Lacks Market: Price Trend                            		2018-06-07 17:17 

                                SNEC 2018 Shows the Mass Production of New Technologies, Yet the Supply Chain Price Still Lacks Support: Price Trend                            		2018-05-31 17:57 

                                With SNEC 2018 Shanghai Approaching, Multi-si Market Expects High Demand: Price Trend                            		2018-05-24 18:00 

                                China’s Domestic Demand Remains Weak, Mono-si and Multi-si Supply Chain Developments Continue to Diverge: Price Trend                            		2018-05-17 17:51 

                                Mono-Si and Multi-Si Market Conditions Become Different, with Booming Growth for the Former and Sluggish Performance for the Latter: Price Trend                            		2018-05-10 17:49 

                                The 630 Installation Rush Doesn't Go as Expected, Prices of the Supply Chain May Be the Factor: Price Trend                            		2018-05-03 16:44 

                                PV Manufacturers Adopt a Wait-and-See Attitude towards the Market; Si-wafer Quote Becomes the Focus: Price Trend                            		2018-04-26 18:03 

                                Upstream Is in Short Supply, While Downstream Undergoes Inventory Digestion: Price Trend                            		2018-04-19 17:35 

                                Cobalt Prices Soared by More Than 20% in 1Q18, Bringing More Price Pressure to Lithium-ion Batteries                            		2018-04-12 17:54 

                                Polysilicon Price Rises Slightly, While Inventory Levels Continue to Be Revised Downwards across the Supply Chain: Price Trend                            		2018-04-12 15:50 

                                PV Market Bounces Back; Price in Each Sector Will Start Increasing in April: Price Trend                            		2018-03-29 17:39 

                                Restocking Trend Is Observed in the End Market; Prices Vary in Each Sector: Price Trend                            		2018-03-22 17:31 

                                Decrease of Polysilicon Material Price Slows down, yet Multi-Si Wafer Price Continues to Drop: Price Trend                            		2018-03-15 16:40 

                                Decrease of Prices in the Supply Chain Becomes Slow; Polysilicon Manufacturers Start to Prepare Maintenance Schedule: Price Trend                            		2018-03-08 17:48 

                                Polysilicon Price Decreases Rapidly in the First Week after Chinese New Year; Mono-Si and Multi-Si Wafers Restart the Fight: Price Trend                            		2018-03-06 14:59 

                                Demand Increases Due to Stocking up before Lunar New Year, Making Prices of Si-Wafer and PV Cell Become Stable: Price Trend                            		2018-02-23 15:59 

                                Si-Wafer Price Decreases Again; Market Condition will Improve after Chinese New Year: Price Trend                            		2018-02-08 18:00 

                                Prices from Large Polysilicon Makers Remain Stable; Decrease of PV Cell Price Has Become Limited: Price Trend                            		2018-02-01 18:07 

                                Demand from End Market Weakens, Making Supply Chain Prices Slump: Price Trend                            		2018-01-25 17:28 

                                End Demand Weakens, Making Si-Wafer and PV Cell Prices Drop: Price Trend                            		2018-01-18 17:25 

                                PriceTrend: Prices of Mono PV Cell and Modules Are Pressed Down Severely; Downstream Market Prices Becomes Unstable                            		2018-01-16 18:06 

                                PV Cell Still under Great Pressure Due to Lowered Si-Wafer Price and China’s Weak Demand: Price Trend                            		2018-01-04 16:15 

                                Leading Manufacturers Have Lowered Mono-Si Wafer Prices, Influencing the Entire Si-Wafer Sector: Price Trend                            		2017-12-28 17:53 

                                Price Decline in Mono-Si Supply Chain Has Eased; Trade Policies to Determine Solar Market Trends in the Near Future                            		2017-12-26 10:40 

                                Mono-Si Prices in December Have Become Stable; Multi-Si Orders to Continue until January: Price Trend                            		2017-12-14 17:08 

                                Mono-Si Prices Have Kept Dropping and the Competition with Multi-Si Has Become Severe: Price Trend                            		2017-12-07 18:20 

                                Mono-Si PV Cell still Suffered Great Pressure, Short-Term Price Had Little Chance to Be Improved: Price Trend                            		2017-11-30 17:33 

                                Mono-Si PERC PV Cell Price Has Dropped, while the Rest of the Sectors Have Remained Stable: Price Trend                            		2017-11-23 17:58 

                                Mono-Si and Multi-Si Prices Have Been Locked in a Seesaw Struggle, Entire Price in Supply Chain Drops: Price Trend                            		2017-11-16 17:37 

                                Price Battle to Start between Mono-Si and Multi-Si PV Cells; Impact on the Downstream Market will Need Two to Four Weeks: Price Trend                            		2017-11-09 16:47 

                                War between Mono-Si and Multi-Si Price Is About to Start: Price Trend                            		2017-11-02 17:46 

                                High Efficiency Products Compete Severely, Mono-Si PERC PV Cell Price Starts to Decline: Price Trend                            		2017-10-26 17:16 

                                TrendForce Reports Prices of Lithium-Ion Battery Cells Enters a Slow Climb; Supply of Polymer Cells Remains Tight                            		2017-10-20 13:35 

                                Price Trend: PV Cell Price Experiences Major Change under Unstable Market Conditions                            		2017-10-19 17:45 

                                Prices Remained Flat during Holidays, Taiwanese Capacity Is in A Weak Position: Price Trend                            		2017-10-12 18:10 

                                Prices Remain the Same during Holiday, Trade War May be Underway: Price Trend                            		2017-10-05 17:48 

                                The First Ruling on Section 201 Case Released, PV Cell Price Becomes Unstable this Week: Price Trend                            		2017-09-28 17:11 

                                Market Adopts Wait and See Attitude Ahead of Section 201 Ruling: Price Trend                            		2017-09-21 18:12 

                                Price Trend: Wacker Factory Explosion and Section 201 Clouding PV Supply Chain                            		2017-09-14 16:58 

                                PV Demand Slows Down; Product Price in RMB Remains Constant: Price Trend                            		2017-09-07 17:42 

                                PV Cell Sector Suffers More Pressure from Seesaw Battle in the Upstream and Downstream: Price Trend                            		2017-08-31 17:20 

                                Upstream and Downstream Conditions Become Diverse, PV Cell Price Suffers from Both Sides: Price Trend                            		2017-08-24 18:24 

                                TrendForce Expects Polysilicon Prices to Remain High in Third Quarter Even Though Supply Might Start to Improve in Mid-September                            		2017-08-17 19:08 

                                Shortfall in Supply of Polysilicon has Improved Slightly While Middle and Downstream Prices Still Suffer Squeezes: Price Trend                            		2017-08-17 18:07 

                                Polysilicon Continues to Be in Short Supply Which Leads to Unstable Prices in the Supply Chain: Price Trend                            		2017-08-10 17:32 

                                Wafer Prices Surge on Shortfall of Polysilicon: Price Trend                            		2017-08-03 17:36 

                                China Demand Weakens, Prices for Overseas Orders are Relatively High: Price Trend                            		2017-07-27 16:45 

                                Mono-si Supply Chain Begins Price Cut amid Divergent Market Demands: Price Trend                            		2017-07-20 16:33 

                                Market Demands Continue Diverging, and Multi-si Wafer Price is Sustainable: Price Trend                            		2017-07-13 16:47 

                                Demand Wasn't Frozen after June 30 but Outlook is Hugely Uncertain: Price Trend                            		2017-07-06 17:16 

                                PV Prices Will Remain Stable in July on Demand from China and the U.S.: Price Trend                            		2017-06-29 16:02 

                                PV Prices Diverge Further on China’s Installation Postponement Effect: Price Trend                            		2017-06-22 16:02 

                                US and Europe to Boost Next Demand Rush, Raising Price of Third-party Countries Capacity                            		2017-06-15 17:34 

                                Market Situations in China and US Extend Demand through July: Price Trend                            		2017-06-08 16:21 

                                PV Prices Rise Ahead of the June 30 Deadline, Price of PV Cells Hikes: Price Trend                            		2017-06-01 18:59 

                                PV Products for China’s Installation Rush almost Booked, Except Wafer Sector: Price Trend                            		2017-05-25 16:22 

                                Restricted Supply Helps Price Rise across the PV Value Chain: Price Trend                            		2017-05-18 15:02 

                                Chinese Demand by June 30th Slows Down, and PV Price Rise Scale Shrinks: Price Trend                            		2017-05-11 15:51 

                                PV Price Trend Sees Strong Recovery, Especially in Upstream and Multi-si Cell Sectors: Price Trend                            		2017-05-04 14:15 

                                Installation Rush before June 30 Triggers Mono- and Multi-si Orders as well as Price Rise: Price Trend                            		2017-04-27 16:14 

                                Demand for Mono-Si Modules Surges on June 30 Installation Rush                            		2017-04-20 14:36 

                                PV Demand Recovers Slowly and Polysilicon Price Continuously Falls: Price Trend                            		2017-04-13 16:33 

                                Recuperating Demand and Price Uplift Market Sentiment in April                            		2017-04-06 15:20 

                                Weaker PV Demand in 1Q17 Results in Wait-and-See Mode for April: Price Trend                            		2017-03-30 16:02 

                                Weak Demand in PV Market Constrains Si-Wafer Sector from Price Rebound: Price Trend                            		2017-03-23 15:03 

                                Price Drop across Multi-si Value Chain Continues and Embroils Price Trend of Mono-si Products                            		2017-03-16 16:08 

                                Midstream PV Sectors Striving for Positive Margin: Price Trend                            		2017-03-09 14:53 

                                With Prices Declining Significantly, Suppliers are Conservative toward Demand in April: Price Trend                            		2017-03-02 14:41 

                                Prices to Reflect a Downtrend Due to the Absence of Installation Boom: Price Trend                            		2017-02-23 12:58 

                                Mid-stream PV Price Suspends Increasing and Trend Will Remain Obscure through March: Price Trend                            		2017-02-16 16:18 

                                PV Market Witnesses Stagnation in Prices After Lunar New Year: Price Trend                            		2017-02-09 13:22 

                                PV Cell and Mono-Si Product Prices Rapidly Increases: Price Trend                            		2017-01-26 13:07 

                                Wafer and PV Cell Raise Price in Advance: Price Trend                            		2017-01-19 19:39 

                                Price for Mid-stream PV Sectors May Hike after the Lunar New Year: Price Trend                            		2017-01-12 14:40 

                                Margin of PV Cells Squeezed due to Differentiated Price Trend                            		2017-01-05 15:33 

                                Mono-si Supply Shortage Restricts Margin of PV Cells: Price Trend                            		2016-12-29 18:22 

                                Polysilicon Prices Keep On Rising; Midstream Sectors Trying to Maintain Profitable: Price Trend                            		2016-12-22 16:53 

                                Midstream Prices to Decline Further Before Lunar New Year: Price Trend                            		2016-12-15 11:12 

                                Midstream Prices Reflects Downtrend Due to the Absence of Installation Boom Before June 30 2017: Price Trend                            		2016-12-08 16:50 

                                Mid-to-Downstream Sectors Witness Significant Price Decline Due to Exchange Rate: Price Trend                            		2016-12-01 11:23 

                                Dec. PV Price Trend Hinges on Cost of Multi-Si Wafer: Price Trend                            		2016-11-24 15:31 

                                Prices in PV Supply Chain Have Peaked and Expected to Drop in Late November                            		2016-11-17 9:36 

                                Multi-Si Cell Market Reaches Ceiling Price, While Mono-Si Continues to See High Demand: Price Trend                            		2016-11-10 11:42 

                                Midstream Prices of PV Supply Chain Closing to Rooftop: Price Trend                            		2016-11-04 14:51 

                                Short-Term Supply Shortage Allows Prices in Mid-Sector of the Supply China to Increase the Most This Year: Price Trend                            		2016-10-27 16:10 

                                Prices of China-Made PV Modules Spike Following Price Raise in Mid- and Upstream Sectors: Price Trend                            		2016-10-21 18:38 

                                Prices Rebound during PV Taiwan 2016; Apparently in Wafer and High-efficiency Cell: Price Trend                            		2016-10-14 16:59 

                                Prices in China’s PV Market Rebounded in Late September; PV Taiwan Will Be a Predictor of Future PV Demand                            		2016-10-06 18:10 

                                Price Drop of PV Modules Spreads to Mid- and Upstream Sectors: Price Trend                            		2016-09-23 1:29 

                                Lower Polysilicon Prices Trigger Price Drop Throughout PV Value Chain: Price Trend                            		2016-09-09 17:43 

                                PV Quotes Unlikely to Rebound through October, Price for Wafers to Slide: Price Trend                            		2016-09-01 18:08 

                                Price Decline for Wafers to Speed Up in September Due to Gloomy Market Outlook: Price Trend                            		2016-08-26 17:33 

                                Prices across PV Value Chain to Go Decreasing through September: Price Trend                            		2016-08-21 20:11 

                                High Module Stock Level Drives Down Cell Prices: Price Trend                            		2016-08-12 12:23 

                                PV Utilization Rate to Drop Further Following Decline in Demand and Price in August: Price Trend                            		2016-08-04 15:43 

                                High Inventory Level Leads to Lower Prices in August: Price Trend                            		2016-07-28 16:02 

                                PV Cell Makers Have Lowered Production to Survive the Off Season as Prices Along the Solar Chain Reach New Depths                            		2016-07-21 11:23 

                                PV Cells’ Spot Price Reaches the Lowest Level in History, Wafer Price to Decline As Well: Price Trend                            		2016-07-08 22:35 

                                PV Cells’ Spot Price Falls as Quotes of Monocrystalline Products Go Downwards: Price Trend                            		2016-07-01 18:43 

                                Multi-si PV Cells’ Price Starts Falling Again, While Demand to Mono-si Products Maintains: Price Trend                            		2016-06-23 19:03 

                                Price Decline for Multi-Si Wafers to Accelerate as PV Market Will Again Experience Oversupply in Next Half of 2016, Expected EnergyTrend                            		2016-06-08 17:13 

                                Price Trend: PV Demand May Cool Down after Price-decreasing June                            		2016-06-03 18:14 

                                Price Trend: Pessimistic PV Market Outlook for Q3, Price to Fall throughout the Supply Chain                            		2016-05-27 15:30 

                                PV Demand Fell Ahead of SNEC as Industry Waits for Clearer Market Outlook                            		2016-05-19 19:07 

                                Prices of Cylindrical Lithium Cells Picked Up in First Quarter Due to Rising Demand From xEV Market                            		2016-05-19 18:59 

                                Weaker PV Demand in China Leads to Price Fluctuation: Price Trend                            		2016-05-13 15:58 

