date,title,link,article,cost_parsed
2011-02-18 15:13 ,"
                                TrendForce: The Latest Solar Price Survey                            ",https://www.energytrend.com/pricequotes/20110218-1047.html,"

February 17, 2011 --- According to the latest weekly price survey conducted by EnergyTrend, a research institute of TrendForce Corp., solar cell spot prices continued to increase while contract prices for February see no clear movement mainly because manufacturers are currently cautious about market demand. However, contract prices for March are expected to show clear increase.
This week’s survey showed that spot prices of poly silicon came to approximately $75/kg with an increase of 5.81%. Prices of poly silicon cells simultaneously increased widening the price difference between mono silicon and poly silicon products. Currently, sales price of poly silicon cells reached $1.27/Watt while that of mono silicon reached 1.32/Watt. On the other hand, module price also rose to $1.63/Watt. In terms of wafer, the purchase price is over $3.5/Watt. Furthermore, average price quotation of poly silicon wafer increased by 1.18%, and mono silicon wafer rose by 1.3%. As for poly silicon wafer, average price came back to $70/kg, a 2.47% increase.
Moreover, average prices of thin film showed a downward trend. According to EnergyTrend, current price of thin film reached $1.28/Watt. Notably some manufacturers offered ask prices as low as $1/Watt in India and Thailand where many are faced with severe price competition, but deals were concluded at such price quote. In European market however, thin film price is relatively stable at $1.4/Watt. As for solar inverters, the supply is sufficient and the average price maintained at $0.29/Watt, dipping by 1.02%.
In addition, February contract prices showed mere increase. Because manufacturers are still cautious about the demand and economic recovery has just begun, price increase is not expected to be dramatic. The latest survey showed contract price for cells came to $1.25/Watt while that of module came to $1.67/Watt. As for upstream poly silicon, major manufacturers indicated that current material sources are contract based, adjusted seasonally if there is no dramatic price change, therefore, February contract price only increased by little to $62/kg. Wafers, on the other hand, manufacturers remained stable with an increase of 1% but price increase in March may widen to 3%~7%.

",$75/
2011-02-24 17:07 ,"
                                TrendForce: The Latest Solar Price Survey                            ",https://www.energytrend.com/pricequotes/20110224-1079.html,"


February 23, 2011 --- According to the latest weekly price survey conducted by EnergyTrend, a research division of TrendForce, the spot price remains balanced this week. Based on this circumstance, EnergyTrend believes that the manufacturers are currently watching the market movements, which shows that the price adjustment will be slight and slow, or even unchanged.

	In this survey, the average cell price slightly decreased by 0.08% to $0.001/ Watt, with the average price of $1.249/Watt, while the module price still remained at $1.63/Watt. As for the upstream, the average polysilicon price slightly dropped by 0.13% to $74.6/Kg, and the price change was only $0.1/Kg. In addition, the average wafer price stayed the same level as last week. In terms of the slight price concussion of cell and polysilicon, EnergyTrend believes that all these figures derived from statistic error, and the actual price will remain unchanged compared to last week.

	However, EnergyTrend also found that, with the increasing visibility of Korean wafer makers, their product quality and price have been acknowledged by customers, which has great attraction for cell manufacturers. Furthermore, SNEC Shanghai and PV Japan will be held respectively in this and next week, so it is believed that the demand condition and price trend in 1H11 will become clearer after the events.

",$0.001/
2011-03-04 9:12 ,"
                                TrendForce: The Latest Solar Price Survey                            ",https://www.energytrend.com/pricequotes/20110304-1140.html,"

March 03, 2011 --- According to the research from EnergyTrend, a research division under TrendForce, the spot price of solar cell appears rising trend this week, with the average price of $1.27/Watt, which shows obvious rebound compared with the figure of last week. EnergyTrend believes that this situation is multiply influenced by both coming peak season and elimination of European policy uncertainty.
In this survey, the average price of battery cell slightly rises by $0.02 / Watt at the increase rate of 1.68%, with the average price of $1.27/Watt. The average spot price of polycrystalline silicon solar cell is about $1.25/Watt, while the figure of monocrystalline silicon cell reaches $1.32/Watt. In terms of modules, the average price slightly increases by 0.55% to $1.645/Watt. As for the upstream, the price of polycrystalline silicon remains $74.6/Kg, staying the same level of last week. The average price of wafer grows a little by 0.63%, while monocrystalline silicon increasing by 0.26%. In addition, the price of silicon thin film has not declined further, with the average price slightly increasing to $1.3/Watt.
Since the policies in Germany and Italy have been released, manufacturers will have a clear picture of market demand in the first half of this year. In addition, the coming peak season and good order circumstance will lead to favorable development situation for the whole industry in the second quarter.

",$1.27/
2011-03-10 10:31 ,"
                                TrendForce: The Latest Solar Price Survey                            ",https://www.energytrend.com/pricequotes/20110310-1141.html,"

March 10, 2011 --- According to the weekly price survey conducted by EnergyTrend, the solar cell spot price has remained unchanged. The average price stayed at around $1.27/Watt, but the price of poly and wafer still show an increasing trend. Notably, there is a dramatic increase in price of poly silicon, the average price reached $78.1/Kg.
The survey shows that in the upstream sector of the solar industry, the price poly silicon has increased by 4.69% to $78.1/Kg, and $91/Kg at the highest point. In addition, the average price of Si wafer has increased by 1~1.5%, while the average price of multi-Si wafer has come to $3.72/piece. The price of mono-Si wafer has increased to $3.92/piece and the price of thin film has generally increased to $1.315/Watt.
Due to unsettled changes of Italian solar policy and unsolved inventory problem, uncertainties about solar market condition rose affecting manufacturers’ willingness to pull in procurement. Although recent adverse market factors in Europe have not impacted manufacturers badly at this stage, the outlook of market demand in the second half of 2011 remains unclear.

",$1.27/
2011-03-17 13:20 ,"
                                TrendForce: The Latest Solar Price Survey                            ",https://www.energytrend.com/pricequotes/20110317-1175.html,"

March 17, 2011 --- According to the weekly price survey conducted by EnergyTrend, the solar cell spot price showed extreme responses. In the upstream sector of the solar energy industry, the prices of poly silicon and wafer have remained about the same with a slight increase, while the prices of cell and module have reduced.
The survey shows that in the upstream sector of the solar industry, the price of poly silicon has increased by 0.51%, to $78.5/kg. In addition, the average price of Si wafer has remained the same as last week. The average price of poly silicon wafer has come to $3.72/piece. In terms of solar cell, the spot price has reduced to around $1.23/Watt this week, a decrease of 3.46% compared with that of last week. Moreover, the average price of module has dropped by 1.7% to around $1.62/Watt.
As for the contract price in March, most contract prices of poly silicon are set by quarterly, and have been set up as the price of the first quarter. Therefore, the price has stayed the same this month. In terms of silicon wafer price, although it shows an increasing trend, the magnitude has substantially reduced to 0.11%~0.13%. In terms of solar cell and module, the contract price of module stayed at $1.67/Watt, while the price of solar cell has slightly increased by 0.64%, to $1.26/Watt.
Due to unsettled changes of Italian solar policy, with the guideline of the new policy having not come out, not only the Italian market demand momentum but also the price trend of solar cell and module are obviously affected. In the short run, wafer manufacturers might be probably under the pressure of price reduction demanded by clients. On the other hand, although Japan earthquake has caused a tragic disaster, the solar cell production is primarily located in the western Japan. However, because financial support for domestic reconstruction may have crowd-out effect on the solar market, EnergyTrend is concerned about an obvious decrease in Japanese market demand. Plus, the European market and the Japanese markets turned bear, EnergyTrend believes that the worldwide solar energy demand in the second quarter of 2011 might be lower than expected.

",$78.5/
2011-03-23 19:02 ,"
                                Extreme Spot Prices Posing a Challenge to Manufacturers: Poly Silicon Prices Rise while Wafer and Cell Prices Drop                            ",https://www.energytrend.com/pricequotes/20110323-1203.html,"

March 23, 2011 --- According to the weekly price survey conducted by EnergyTrend, two extremes appear in the solar cell spot price this week. The price of poly silicon continued to increase, while the wafer and cell prices decreased. On the other hand, due to policy uncertainties, the European market demand is losing its momentum.
	This week’s survey showed that in the upstream sector of the solar industry, poly silicon price has increased by 8.54%, to $85.2/kg. In addition, the average price of wafer has decreased. The average price of poly silicon wafer has dropped by 4.57% and comes to $3.55/piece. In addition, the average price of mono silicon wafer has decreased by 4.29%, to $3.75/piece. In terms of solar cell, the spot price has reduced to around $1.22/Watt this week, a decrease of 0.73%. The decrease magnitude has narrowed compared with that of last week. Moreover, the average price of module has dropped by 0.43% to around $1.61/Watt. Besides, the prices of thin film and CPV have remained relatively the same.
	According to EnergyTrend’s survey, due to uncertainties in policy changes, the European system manufacturers take a conservative attitude, which resulted in apparent decrease in market demand. Currently, some vendors have cut price in the market to clear inventory at a lower price. On the other hand, although manufacturers are aggressively establishing their presence in markets outside Europe and have had a certain level of success in doing so, most success are on bidding basis. Therefore, an obvious market growth needs to be in accordance with government policies and timing.

",$85.2/
2011-03-31 9:31 ,"
                                Italian Market Demand Ceasing, European Market Demand may be Lower than Expected in 2011                            ",https://www.energytrend.com/pricequotes/20110331-1236.html,"

According to the weekly price survey conducted by EnergyTrend, the spot price for solar cells still appeared to be in two extremes. The price of polysilicon has still remained at a high level, but the extent of the increase has shrunk. Moreover, the price of Si wafer has slightly decreased, and the price of solar cell has faced a price war and come to $1.2/Watt.
The survey shows that in the upstream sector of the solar industry, the price of polysilicon has increased by 0.7%, to $85.8/kg. In addition, the average price of Si wafer has constantly decreased. The average price of multi-Si wafer has dropped by 3.3% and come to $3.43/piece; the average price of mono-Si wafer has stayed the same, compared with that of last week. In terms of solar cells, due to weak demand, the spot price has reduced by 1.4%, to around $1.2/Watt this week, which signaled that manufacturers are facing pressure for price reduction. Moreover, the price of module has wildly fluctuated, mainly because some manufacturers tried to put inferior goods on sale, distorting the market price. Though the lowest price came to $1.55/Watt, the average price has stayed at $1.61/Watt.
According to EnergyTrend’s survey, due to ceased Italian market demand, the inventory level in the European market has continued to rise. Some manufacturers have already taken a conservative attitude toward the European market demand in 2011, and believed that the actual demand is lower than expected in early 2011. On the other hand, Japanese market planned to launch a subsidy for 1GW photovoltaic system to offer power supply for the Japan earthquake area. So far, the specific content and schedule have not been finalized yet, and the Japan is conventionally a more closed market. Therefore, it is forecasted that only Japanese manufacturers can get the benefit from such subsidy policy.

",$1.2/
2011-04-06 18:28 ,"
                                Solar Cell Price Continues to Decrease, the Profit of 1Q 2011 Is Lower than Expected                            ",https://www.energytrend.com/pricequotes/20110406-1255.html,"

According to the weekly price survey conducted by EnergyTrend, the solar energy spot prices across the supply chain all went down this week, even the polysilicon price could not beat the market price pressure and decreased from the high point. On the other hand, the solar cell price continues to decrease, and EnergyTrend believes that it will greatly affect the profit margin of the solar cell manufacturers in the first quarter of the year.
The survey shows that the price of polysilicon has decreased by 3.61%, to $82.7/kg. The average price of multi-Si wafer has also continued to decrease by 0.03%, to around $3.43/piece, while the price of mono-Si wafer has remained at the same level compared with that of last week. In terms of solar cell, due to weak demand, the average spot price has fallen by 2.17%, and come to $1.174/Watt. Manufacturers indicated that there is no signal on the market as to when the decrease will come to an end. In addition, the module market price is affected by manufacturers selling at low prices, and the average price has decreased by 1.86%, to $1.58/Watt.
Moreover, due to continued solar cell price decrease, the price quotation for thin film solar cell was affected as well. The average trading price has dropped by 2.05%, below $1.3/Watt and come to $1.288/Watt. However, the CPV price has stayed at the same.

",$82.7/
2011-04-13 19:07 ,"
                                Decreasing Solar Cell Prices to Bring a Serious Challenge to Manufacturers in 2Q11                            ",https://www.energytrend.com/pricequotes/20110413-1282.html,"

According to the weekly price survey conducted by EnergyTrend, the polysilicon price could not withstand the market price pressure and decreased from the high point. The price quotation has shown an obvious decrease this week. On the other hand, the solar cell price continues to decrease, and EnergyTrend believes that solar cell manufacturers will face a serious challenge in the second quarter of the year.
	The survey shows that the price of polysilicon has decreased by 4.47%, to $79/kg, and fallen below $80/kg for the first time. The average price of Si wafer has also continued to decrease, and the average price of multi-Si wafer has remained at $3.43/piece, which did not show a further decrease from last week. In addition, the price of mono-Si wafer has slightly decreased by 1.33%, to $3.7/Watt. In terms of solar cell, since the demand did not recover, the module market price is affected by manufacturers selling at low prices, and the average price has decreased by 2.28%, to $1.544/Watt.
	Moreover, due to low market demand, the price quotation for thin film solar cell was affected as well. The average trading price has dropped by 3.11%, and come to $1.248/Watt, while the price of solar inverter has decreased by 8.62%, to $0.265/Watt.
	According to EnergyTrend’s survey, the European market demand has not shown obvious recovery up till early second quarter of the year, which results in a great pressure for solar cell and module price quotations. Some manufacturers’ profits have come to the break-even point or even losses. If the price does not recover in May, the manufacturers will face a serious challenge in 2Q11.

",$79/
2011-04-19 18:47 ,"
                                Continued Decrease in Solar Cell Contract Prices to Bring a Serious Challenge to Manufacturers in 2Q11                            ",https://www.energytrend.com/pricequotes/20110419-1311.html,"

According to the weekly price survey conducted by EnergyTrend, the contract prices of Si wafer and solar cell have shown a large decrease, while the polysilicon price still remained the same. On the other hand, due to weak market demand momentum, the module contract price has widely fluctuated, and the difference has reached $0.1/Watt.
As the survey showed, the contract price of upstream of the solar industry, polysilicon, has increased by 7.16%, compared with that of March, and come to $66.4/kg. However, there is a decrease of 5.35% in the average contract price of Si wafer, to $3.4/piece. On the other hand, the contract price of mono-Si wafer has dropped by 5.62%, to 3.525/Watt. Moreover, the contract price of solar cell has fallen by 7%, to 1.17/Watt, due to slow recovery of market demand. Finally, the module market price is affected by manufacturers selling at low prices, and the contract price has fluctuated as a result. The average has slightly dropped by 2.88%, to 1.62/Watt.
According to EnergyTrend’s survey, the European market demand has not shown obvious recovery up till early second quarter of the year, which results in a great pressure for solar cell and module price quotations. Although the contract price of April has been released, manufacturers indicated that they will still continue the negotiation with their suppliers, and hope upstream manufacturers can be more aggressive to adjust the price in correspondence with the current market situation. From EnergyTrend’s observation, manufacturers still see the spot price as a main reference in early 2Q11. However, since new entrants have limited capital and capacities, they are the price takers and they might face even more serious challenges of sales price, profit margin, and utilization rate during market downturn.  Smaller manufacturers experience price war launched by big manufacturers in the spot market and retain weak price negotiation power in the contract market as a result.

",$0.1/
